Image Name,Shape Name,Sides,Area,Perimeter,Aspect Ratio,Compactness,Solidity,Convexity
1049.png,Circle,4,1.0,4.0,1.0,1.2732395447351628,1.0,1.0
105.png,Circle,6,8581.5,369.0365775823593,1.0,1.2628906769512747,0.9773361425886908,0.9031580038877932
1050.png,Circle,6,11454.5,454.9777022600174,1.024793388429752,1.4381170181496425,0.9725748248779452,0.8495789326653685
1051.png,Circle,7,11449.5,432.9777022600174,1.0333333333333334,1.3029707824599577,0.97729503649012,0.8900869851025099
1052.png,Circle,5,11444.0,447.70562422275543,1.0163934426229508,1.3937901376963522,0.9724263924884224,0.8625428383565018
1053.png,Circle,6,11323.5,439.46298360824585,1.0163934426229508,1.357231877293588,0.974567518719339,0.8727196066863409
1054.png,Circle,5,11473.5,460.776692032814,0.992,1.4725675336525954,0.9715894656617834,0.8387455938468669
1055.png,Circle,5,11600.5,482.29141104221344,0.976,1.5956310658997372,0.967433908764907,0.8083639233224691
1056.png,Circle,5,11520.5,455.11983811855316,1.0,1.430771696262561,0.9691679986539917,0.8525481613513133
1057.png,Circle,5,11635.5,490.43354654312134,0.9841269841269841,1.6449981868175836,0.9650410549888032,0.7963534905509517
1058.png,Circle,6,11606.0,471.84775948524475,0.992,1.526551161924453,0.9675698207586494,0.8257027125394815
1059.png,Circle,5,11577.5,462.4335460662842,0.992,1.46985335832274,0.9720414760085638,0.8387948031543493
106.png,Circle,6,8564.5,371.37972366809845,1.0,1.2815173778721969,0.9782968758923982,0.8958522914284778
1060.png,Circle,6,11638.0,468.534051656723,0.9841269841269841,1.5010463483439962,0.9689451336275081,0.831659953052499
1061.png,Circle,5,11548.0,468.3330410718918,1.0,1.5114471212758795,0.9704201680672269,0.828946369899172
1062.png,Circle,6,11671.0,449.9066346883774,0.976,1.3801518193686555,0.9711670480549199,0.8675818036414573
1063.png,Circle,6,11564.0,456.877197265625,1.0,1.4364185960171876,0.9714789767715378,0.8492265818854573
1064.png,Circle,6,11606.0,470.04877030849457,0.992,1.5149329493834742,0.9680136786354727,0.8287347903064626
1065.png,Circle,6,11561.0,455.90663504600525,0.991869918699187,1.4306933559224637,0.9717984281091078,0.851647864912449
1066.png,Circle,6,11430.5,460.63455641269684,1.0163934426229508,1.477195372487585,0.9719812925170068,0.8371604135364363
1067.png,Circle,6,11552.0,468.8771973848343,0.992,1.5144368924091764,0.9702263469533449,0.8274789750382292
1068.png,Circle,4,1.0,4.0,1.0,1.2732395447351628,1.0,1.0
1069.png,Circle,5,11558.0,474.1909054517746,0.9838709677419355,1.5481530280500149,0.9733462461577329,0.8171173723712868
107.png,Circle,6,8586.0,368.4507911205292,1.0,1.2582247928622656,0.9795219896183903,0.9041478419738287
1070.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1071.png,Circle,5,11549.0,482.67618691921234,0.9841269841269841,1.6053047880370845,0.9677392324451148,0.8052577579153234
1072.png,Circle,4,11537.0,481.5046136379242,1.0,1.5991829428462578,0.9706377250546862,0.8050404489534405
1073.png,Circle,6,11605.0,471.36247849464417,0.992,1.523544026365631,0.972472451502074,0.8237749522255022
1074.png,Circle,5,11552.0,468.1909054517746,1.0,1.5100067977619893,0.971940599890623,0.8279764929329599
1075.png,Circle,7,11635.0,460.53405141830444,0.976,1.4505985612468284,0.9753541788917763,0.8435420527323293
1076.png,Circle,7,11538.5,450.77669298648834,1.008130081300813,1.4014050813322254,0.9737130801687763,0.8586677639311981
1077.png,Circle,5,11612.5,488.09040081501007,0.992,1.6325441765007616,0.9701336675020885,0.7968391852698268
1078.png,Circle,5,11612.5,459.26197361946106,1.008130081300813,1.4453911278518718,0.9755943879694194,0.8447567688336693
1079.png,Circle,7,11550.0,471.36247861385345,1.0,1.5307989986940425,0.9726725335803613,0.8220183758529911
108.png,Circle,7,8606.5,369.0365777015686,1.0,1.2592222565803757,0.9784005001989428,0.9035735967333313
1080.png,Circle,6,11555.0,460.048770070076,1.008130081300813,1.4575650097233905,0.9717024765588866,0.8431979171013161
1081.png,Circle,5,11494.5,465.9482649564743,1.0333333333333334,1.5030569952809492,0.9732029464058928,0.8303260386363318
1082.png,Circle,5,11480.0,464.877197265625,1.0163934426229508,1.4980445746662072,0.9712351945854484,0.8321869784587782
1083.png,Circle,6,11475.5,436.6345566511154,1.0333333333333334,1.3220708419423608,0.9755589560486271,0.8845110792504345
1084.png,Circle,6,11388.5,441.1198378801346,1.0333333333333334,1.3596802465097961,0.9782253908263185,0.8697674318464125
1085.png,Circle,4,1.0,4.0,1.0,1.2732395447351628,1.0,1.0
1086.png,Circle,7,11359.0,448.87719678878784,1.0333333333333334,1.411578788080782,0.9728919532354074,0.8562975137353686
1087.png,Circle,6,11332.0,435.220342874527,1.0508474576271187,1.3301540577944533,0.9789219073946095,0.8803732703357755
1088.png,Circle,6,11230.0,434.877197265625,1.0508474576271187,1.3401198864909616,0.9756733275412685,0.8775076924478402
1089.png,Circle,7,11279.5,455.60511898994446,1.0508474576271187,1.4644598767035948,0.9727899956877964,0.8415609709001499
109.png,Circle,6,8561.0,368.4507911205292,1.0,1.2618990855642347,0.977283105022831,0.9031536790764317
1090.png,Circle,7,11235.0,430.53405117988586,1.0508474576271187,1.3129012768847856,0.9790423075247265,0.8850475668056841
1091.png,Circle,5,11266.0,445.705624461174,1.0508474576271187,1.403190443485316,0.9765526806223724,0.8574668311886734
1092.png,Circle,5,11248.5,450.29141080379486,1.0508474576271187,1.4344415261809267,0.9733062213377174,0.8499868564552209
1093.png,Circle,7,11215.5,434.2914105653763,1.0508474576271187,1.338239905639745,0.9773856209150327,0.8780342071061137
1094.png,Circle,6,11280.5,451.94826459884644,1.0508474576271187,1.4409178863219685,0.9741364421416235,0.8478652184332413
1095.png,Circle,7,11204.0,431.220342874527,1.0508474576271187,1.3207344829401069,0.978429831455768,0.882109161841766
1096.png,Circle,7,11208.5,429.8061298131943,1.0508474576271187,1.3115590541500561,0.980535386230426,0.8843969593656377
1097.png,Circle,6,11332.5,445.46298336982727,1.0508474576271187,1.3934380032198785,0.9757620113655933,0.8618243749377856
1098.png,Circle,6,11293.0,447.01933240890503,1.0508474576271187,1.4080997425943493,0.9752158894645941,0.8566802109266111
1099.png,Circle,7,11348.0,433.220342874527,1.0508474576271187,1.3160987975861531,0.9761300589221968,0.8865305654718195
11.png,Circle,7,8593.0,368.45079123973846,1.0,1.2571998229379655,0.977810650887574,0.9043498690434006
110.png,Circle,7,8581.5,369.0365778207779,1.0,1.262890678583073,0.9767799214614991,0.9027436008497777
1100.png,Circle,6,11388.0,466.1909054517746,1.0333333333333334,1.5186939799618935,0.9704716860539435,0.8262369603349349
1101.png,Circle,6,11452.0,441.22034311294556,1.0333333333333334,1.3527571954296633,0.9748457118535858,0.8740098721382613
1102.png,Circle,6,11526.5,447.46298348903656,1.0333333333333334,1.3823146455038913,0.9738098255396443,0.8656289693391982
1103.png,Circle,5,11533.0,470.67618668079376,1.008130081300813,1.528594513340118,0.9684272399025947,0.8242229059043439
1104.png,Circle,5,11500.0,471.7056246995926,1.0,1.5396939574511292,0.9648055707034691,0.8228817226783451
1105.png,Circle,6,11636.5,465.2619729042053,1.0,1.480344784758801,0.9720574722245426,0.8364908228140169
1106.png,Circle,6,11590.5,462.9188275337219,1.0,1.4712878672631469,0.974155320221886,0.8375753561214009
1107.png,Circle,6,11649.0,451.8477592468262,1.0,1.3947159147214132,0.9752197572205944,0.8593643956367144
1108.png,Circle,6,11738.0,446.0487699508667,1.008130081300813,1.3488408895752277,0.9764984817603262,0.873968853238055
1109.png,Circle,6,11734.5,462.776692032814,1.0,1.4523406778001913,0.9759231536926147,0.8423195740692271
111.png,Circle,7,8588.5,372.5512965917587,1.0,1.286011861807157,0.9769650779206006,0.894685825381995
1110.png,Circle,6,11773.5,469.806129693985,1.008130081300813,1.4918388252634798,0.9748695868179184,0.8325707221108575
1111.png,Circle,6,11636.5,472.7766922712326,1.0,1.5285508039004911,0.9710030040053405,0.8235437385870625
1112.png,Circle,5,11691.0,467.01933312416077,1.0,1.4845956858361589,0.9719820419022281,0.8356886067515865
1113.png,Circle,6,11709.0,458.1909055709839,1.008130081300813,1.4268005222018134,0.9759533236090853,0.8504439040349231
1114.png,Circle,5,11680.5,471.2619732618332,1.0,1.5130507564374125,0.9728480406446508,0.8264609691222017
1115.png,Circle,4,2.0,6.0,0.6666666666666666,1.432394487827058,1.0,1.0
1116.png,Circle,6,11669.5,461.11983823776245,1.0,1.4499916496963627,0.9733505713570774,0.8441237867049686
1117.png,Circle,6,11490.0,480.8771973848343,0.992,1.6015425257629128,0.9671310130045032,0.8059910875538794
1118.png,Circle,5,11627.0,459.70562422275543,1.008130081300813,1.4463789670113358,0.9732965009208103,0.8454384524539256
1119.png,Circle,5,11672.0,467.01933228969574,1.008130081300813,1.4870123458778317,0.9754711462120262,0.8327448592536786
112.png,Circle,7,8602.5,372.5512965917587,1.0,1.2839189625260994,0.9771681717498722,0.8960163749725978
1120.png,Circle,6,11631.0,465.0193327665329,1.0163934426229508,1.4795004363989555,0.9741206030150754,0.8353517849789566
1121.png,Circle,5,11593.0,470.53405141830444,1.0,1.5197649197545975,0.9666472108730093,0.8277452196108267
1122.png,Circle,6,11588.0,480.67618668079376,1.008130081300813,1.5866709256614684,0.9684914333472628,0.8098751489168478
1123.png,Circle,5,11653.0,497.1614680290222,1.0,1.6879023312461163,0.9677365776688951,0.7852017101304253
1124.png,Circle,6,11734.5,464.29141080379486,0.9838709677419355,1.461863577121021,0.9718414841194253,0.8421304744762331
1125.png,Circle,4,2.0,6.0,0.6666666666666666,1.432394487827058,1.0,1.0
1126.png,Circle,6,11570.0,456.190905213356,1.008130081300813,1.431363777301546,0.9698239731768651,0.851180436831876
1127.png,Circle,4,11459.5,482.0904005765915,1.0163934426229508,1.6139178865138188,0.9675363053022628,0.8034270322079309
1128.png,Circle,6,11545.5,454.776692032814,1.0163934426229508,1.4255215501405205,0.9727851034250327,0.8533212205874309
1129.png,Circle,6,11601.5,476.7766922712326,1.008130081300813,1.5592150721326734,0.9674769628486845,0.8178314176352025
113.png,Circle,6,8600.0,369.6223638057709,1.0,1.2641778158512464,0.9778283115406481,0.902375073580433
1130.png,Circle,6,11511.5,449.26197385787964,1.0163934426229508,1.3952676978347873,0.9713526284701713,0.8618845758840543
1131.png,Circle,6,11732.5,468.77669167518616,1.008130081300813,1.490498669034603,0.9684275691291787,0.8367890141599008
1132.png,Circle,7,11653.5,450.29141104221344,1.008130081300813,1.3845896532657729,0.9710036245469317,0.8667235230726593
1133.png,Circle,6,11498.0,449.0193325281143,1.0163934426229508,1.395397406883313,0.9718125343363057,0.8636456873974284
1134.png,Circle,5,11502.0,470.67618680000305,1.008130081300813,1.5327143567450532,0.9705100620174661,0.8221753847140579
1135.png,Circle,5,11662.5,444.43354654312134,1.0,1.3477587023149051,0.9794247323115683,0.8727994125466306
1136.png,Circle,5,11642.0,461.0193325281143,1.0163934426229508,1.4527832241912921,0.9745929429492277,0.8434926447970013
1137.png,Circle,7,11605.0,445.84775948524475,1.008130081300813,1.3630700275767804,0.9752100840336134,0.8700909285651187
1138.png,Circle,6,11589.5,450.43354630470276,1.008130081300813,1.39311475149752,0.9755881981564881,0.8613591464329549
1139.png,Circle,6,11593.0,438.0487701892853,1.0163934426229508,1.3171621154017958,0.976293738683734,0.8848089018616294
114.png,Circle,6,8588.5,369.0365777015686,1.0,1.2618613670907612,0.978300489805217,0.902525098281483
1140.png,Circle,7,11614.0,439.3624783754349,1.0163934426229508,1.3226783501296067,0.9803739501118474,0.8810280530736028
1141.png,Circle,7,11742.5,452.2914105653763,0.992,1.3863288062757002,0.9716992842070421,0.8648603726641456
1142.png,Circle,6,11649.0,453.70562422275543,1.0163934426229508,1.4062088165201538,0.9748525042888824,0.8577672991831147
1143.png,Circle,5,11794.5,457.2619730234146,0.96875,1.4107198365456028,0.9701418877236274,0.8582485651797475
1144.png,Circle,6,11755.5,460.4335459470749,1.0,1.4351025807252853,0.9766543430399203,0.8475939982119811
1145.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1146.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1147.png,Circle,6,11911.0,445.3624782562256,1.0163934426229508,1.3251625724445046,0.9781153767193594,0.882355607197114
1148.png,Circle,6,11801.5,462.7766923904419,1.0161290322580645,1.4440953870259527,0.9732794523937157,0.8459790736088864
1149.png,Circle,6,11799.0,456.1909053325653,1.0161290322580645,1.4035832623132536,0.9740372311883436,0.8575478949239985
115.png,Circle,6,8572.0,369.62236428260803,1.0,1.2683071913639439,0.9799371248928265,0.8992637969442265
1150.png,Circle,7,11858.0,449.7056248188019,1.0161290322580645,1.3571733694243702,0.9742030890568518,0.8730256143426912
1151.png,Circle,7,11908.0,452.1909054517746,1.0161290322580645,1.3664538133900856,0.9747472680391274,0.8695570648138866
1152.png,Circle,5,11881.0,463.0193328857422,1.008,1.4359370123340633,0.9714636140637776,0.8502616259167455
1153.png,Circle,7,11831.5,452.7766921520233,1.0,1.3788545373404872,0.9756731126046262,0.8646651496092964
1154.png,Circle,6,11903.0,449.2203427553177,1.0,1.349126062628214,0.9774584274276329,0.8736818754077315
1155.png,Circle,4,4.0,10.0,2.5,1.9894367886486917,1.0,1.0
1156.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1157.png,Circle,4,1.0,4.0,1.0,1.2732395447351628,1.0,1.0
1158.png,Circle,7,11618.5,466.7766922712326,1.0163934426229508,1.49230776203831,0.9711216984286192,0.8334722371803484
1159.png,Circle,6,11708.5,453.60511910915375,1.0163934426229508,1.3984430015971363,0.9747335997335997,0.8594450426950782
116.png,Circle,6,8595.5,366.20815074443817,0.9811320754716981,1.2415808451770005,0.9816136584251699,0.9090914481871043
1160.png,Circle,5,11715.0,465.70562422275543,1.008130081300813,1.4732308641220346,0.9721588315837517,0.8387777386469257
1161.png,Circle,4,1.0,4.0,1.0,1.2732395447351628,1.0,1.0
1162.png,Circle,6,11786.0,462.53405141830444,1.0163934426229508,1.444478628159151,0.9742106133245164,0.8463979168230642
1163.png,Circle,4,11818.5,475.46298372745514,1.008130081300813,1.522163133729007,0.9733569428430242,0.8247580998982766
1164.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1165.png,Circle,7,11731.5,461.46298336982727,1.0,1.4444759985073834,0.9743770764119601,0.8456476767492679
1166.png,Circle,6,11761.0,467.7056243419647,0.992,1.4801000421895225,0.9728276603664336,0.8355621172738688
1167.png,Circle,4,11889.5,467.806129693985,0.992,1.4647326450611398,0.9746290679563898,0.8400338892738518
1168.png,Circle,6,11849.0,453.22034311294556,1.0,1.3795175408180143,0.9761904761904762,0.8653374803594546
1169.png,Circle,6,11695.0,461.36247873306274,1.0,1.4483531001478986,0.9749083027675892,0.844019788666754
117.png,Circle,7,8488.0,365.6223635673523,0.9811320754716981,1.2532862319608549,0.978669433875245,0.9060020189662351
1170.png,Circle,6,11967.5,454.1492751836777,0.992,1.3714625425061766,0.9765401876784986,0.8666597418685251
1171.png,Circle,7,11735.5,466.7766914367676,0.992,1.4774298215883304,0.9726089839217636,0.8363350558257091
1172.png,Circle,5,11771.5,462.4335457086563,0.9841269841269841,1.4456294635059777,0.9732534105002068,0.8450936833148666
1173.png,Circle,6,11992.5,474.0904005765915,0.9763779527559056,1.4914295114890734,0.9709740102016031,0.833810959175738
1174.png,Circle,5,11861.5,471.7472542524338,0.9763779527559056,1.4930325808186837,0.9728122693348643,0.8320611461646428
1175.png,Circle,4,4.0,8.0,1.0,1.2732395447351628,1.0,1.0
1176.png,Circle,5,12046.0,465.01933217048645,0.992,1.4285297635433156,0.9771252433484751,0.8492363592218648
1177.png,Circle,5,11817.0,458.19090509414673,1.0,1.4137604535574573,0.9741962077493816,0.8552708072385687
1178.png,Circle,6,11868.0,457.70562410354614,1.0,1.4047048959992126,0.9748244281079305,0.857676048118456
1179.png,Circle,6,11842.0,447.3624782562256,1.0163934426229508,1.3448820292211574,0.9797302887399686,0.8743329651523375
118.png,Circle,6,8592.5,368.5512965917587,0.9811320754716981,1.2579589866795475,0.9795930000570028,0.9039695458873538
1180.png,Circle,6,11728.5,454.29141068458557,1.0327868852459017,1.400285897908234,0.9750592343184936,0.8586528003137146
1181.png,Circle,6,11700.0,435.705624461174,1.0163934426229508,1.2911913461958637,0.9795713328868051,0.8927028163385416
1182.png,Circle,6,11568.0,449.22034335136414,1.0413223140495869,1.3881956747993043,0.9734915425397627,0.8633117309505043
1183.png,Circle,6,11446.5,440.29141104221344,1.0333333333333334,1.3477143434670293,0.9763722437838529,0.8747061691241569
1184.png,Circle,6,11423.5,426.9777021408081,1.0333333333333334,1.2699930411231657,0.9770773638968482,0.9016343254387811
1185.png,Circle,6,11371.5,439.8061295747757,1.0333333333333334,1.35361430683872,0.9753827679375563,0.8746837195366983
1186.png,Circle,6,11239.5,432.2914103269577,1.0333333333333334,1.3231112332147843,0.9749739764052742,0.8848443180801847
1187.png,Circle,6,11192.5,431.4629839658737,1.0333333333333334,1.3235797628852963,0.9783226257593637,0.8832805380732045
1188.png,Circle,6,11154.5,427.11983811855316,1.0333333333333334,1.301486041533357,0.977093552908199,0.8914006937771723
1189.png,Circle,4,2.0,6.0,0.6666666666666666,1.432394487827058,1.0,1.0
119.png,Circle,7,8509.0,366.10764515399933,1.0,1.25351405653668,0.979453237410072,0.9045218428326354
1190.png,Circle,6,11341.5,433.94826447963715,1.0,1.3212820970077923,0.9764528626775721,0.8841922798803196
1191.png,Circle,7,11402.0,438.8771970272064,1.0,1.3442966997470547,0.9767003597738564,0.8766747110109527
1192.png,Circle,6,11471.5,460.97770261764526,1.0,1.4741095673169526,0.9747631388877087,0.8377503542417194
1193.png,Circle,6,11610.0,442.19090509414673,0.9838709677419355,1.3402244232210603,0.9771904721824762,0.8769215294971888
1194.png,Circle,6,11693.5,442.291410446167,0.991869918699187,1.3312592131834495,0.9789041898622912,0.879564301039382
1195.png,Circle,6,11777.0,449.70562410354614,0.9682539682539683,1.3665077492944955,0.9774660746150973,0.8681521050879459
1196.png,Circle,6,11541.0,453.0193325281143,1.0,1.4150773077854397,0.9731849228434101,0.8544982704505716
1197.png,Circle,5,11588.0,464.19090592861176,1.0,1.4797041952766536,0.972310790401074,0.8362429920979485
1198.png,Circle,6,11757.5,462.2914105653763,0.992,1.4464612283174025,0.9729002896152255,0.8461145736405893
1199.png,Circle,6,11707.5,453.11983811855316,0.992,1.3955715987877442,0.9742042854171,0.8604398198370148
12.png,Circle,7,8604.0,367.2792179584503,1.0,1.2476203338139982,0.978616924476797,0.9077139550362414
120.png,Circle,7,8585.0,370.79393684864044,1.0,1.2744273541676974,0.9786263892846965,0.8975729631816651
1200.png,Circle,6,11629.5,454.6345565319061,0.992,1.414340505021585,0.9739541895230518,0.8543823965849299
1201.png,Circle,6,11658.5,462.29141116142273,1.0,1.4587440867861694,0.970853978431944,0.8431719656274889
1202.png,Circle,6,11735.0,472.81832218170166,0.992,1.515987558551656,0.974141866932304,0.8250260505569597
1203.png,Circle,5,11665.5,459.2619733810425,1.0,1.4388242642623925,0.9749279177635702,0.8472483401790967
1204.png,Circle,5,11762.0,489.0193327665329,0.992,1.6179348078558788,0.9670311600756393,0.8038816365473093
1205.png,Circle,7,11723.0,468.1909055709839,0.9841269841269841,1.48798076743405,0.9718146398076764,0.8339993685543072
1206.png,Circle,4,10.0,14.0,2.0,1.5597184423005743,1.0,1.0
1207.png,Circle,5,11579.0,497.1614685058594,0.992,1.6986895158252935,0.9636318242343542,0.7847014862228728
1208.png,Circle,4,1.0,4.0,1.0,1.2732395447351628,1.0,1.0
1209.png,Circle,5,11561.0,491.98989486694336,1.0163934426229508,1.6661231559329606,0.9697198456634792,0.7898700820496206
121.png,Circle,6,8620.5,370.2081506252289,1.0,1.2651721752573348,0.9792684312166307,0.9008748221649565
1210.png,Circle,4,10.0,14.0,2.0,1.5597184423005743,1.0,1.0
1211.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1212.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1213.png,Circle,4,11725.0,492.19090592861176,0.992,1.6441614255547552,0.9657359360843423,0.796865210824164
1214.png,Circle,4,2.0,6.0,1.5,1.432394487827058,1.0,1.0
1215.png,Circle,5,11663.5,446.4924211502075,0.991869918699187,1.3601582036171422,0.9752905761351284,0.8720566214190254
1216.png,Circle,7,11486.0,436.7350620031357,0.9838709677419355,1.3214704095027545,0.9740502035278155,0.8853388042592492
1217.png,Circle,5,11523.5,448.6345565319061,0.9838709677419355,1.3899243867131956,0.972488290645175,0.8641604874214087
1218.png,Circle,7,11466.0,437.70562410354614,1.0,1.3296656587472726,0.9766609880749574,0.8815734152156542
1219.png,Circle,5,11488.0,452.5340509414673,0.9838709677419355,1.4185617181388974,0.9725291005291006,0.8567853358138802
122.png,Circle,6,8599.5,368.3502858877182,0.9814814814814815,1.2555642969525893,0.9781607234260365,0.9052826190752828
1220.png,Circle,4,3.0,8.0,2.0,1.6976527263135504,1.0,1.0
1221.png,Circle,6,11327.5,433.11983811855316,0.967741935483871,1.3178689243376343,0.9790829335753489,0.8855059496542766
